bbl,bin,block_lot,borough,census_tract,cnadrprf_addrline1,cnadrprf_addrline2,cnadrprf_city,cnadrprf_state,cnadrprf_zip,cnbio_org_name,community_board,council_district,latitude,longitude,nta,primary,secondary
1000670023,1001109,67-23,MANHATTAN,1502,33 Maiden Lane,,New York,NY,10038,Cohen's Fashion Optical,1,1,40.708807,-74.008678,Battery Park City-Lower Manhattan                                          ,Shopping,S-Glasses & Sunglasses
1000670023,1001109,67-23,MANHATTAN,1502,33 Maiden Lane,,New York,NY,10038,American Greetings Store,1,1,40.708807,-74.008678,Battery Park City-Lower Manhattan                                          ,Shopping,"S-Gifts, Cards & Stationery"
1000680011,1001112,68-11,MANHATTAN,1502,75 Maiden Lane,,New York,NY,10038,KK Hair Salon,1,1,40.707657,-74.007758,Battery Park City-Lower Manhattan                                          ,Personal and Professional Services,P-Hair Salon & Barber Shop
,,68-11,,,75 Maiden Lane,Suite 1206,New York,NY,,CF Rutherford & Associates,,,,,,Shopping,S-Office Supplies & Equipment
1000680011,1001112,68-11,MANHATTAN,1502,75 Maiden Lane,,New York,NY,10004,KK Salon,1,1,40.707657,-74.007758,Battery Park City-Lower Manhattan                                          ,Personal and Professional Services,P-Hair Salon & Barber Shop
1000680011,1001112,68-11,MANHATTAN,1502,75 Maiden Lane,,New York,NY,10038,Lane Cafe,1,1,40.707657,-74.007758,Battery Park City-Lower Manhattan                                          ,Casual Eating & Takeout,F-Cafe & Eatery
1000680011,1001112,68-11,MANHATTAN,1502,75 Maiden Lane,,New York,NY,10038,Hana Nails,1,1,40.707657,-74.007758,Battery Park City-Lower Manhattan                                          ,Personal and Professional Services,P-Nail Salon
1000680011,1001112,68-11,MANHATTAN,1502,9 Gold Street,,New York,NY,10038,Dick's Cut Rate Hardware Inc.,1,1,40.70755,-74.00708,Battery Park City-Lower Manhattan                                          ,Personal and Professional Services,P-Hardware & Locksmiths
1000680011,1001112,68-11,MANHATTAN,1502,75 Maiden Lane,,New York,NY,10038,Jim Brady's,1,1,40.707657,-74.007758,Battery Park City-Lower Manhattan                                          ,Full Service Dining,F-Restaurant & Bar
1000680016,1001113,68-16,MANHATTAN,1502,84 William Street,,New York,NY,10038,Taz Cafe,1,1,40.708028,-74.007939,Battery Park City-Lower Manhattan                                          ,Casual Eating & Takeout,F-Deli
1000680016,1001113,68-16,MANHATTAN,1502,84 William Street,,New York,NY,10038,Lemongrass Grill,1,1,40.708028,-74.007939,Battery Park City-Lower Manhattan                                          ,Full Service Dining,F-Thai
1000680028,1085948,68-28,MANHATTAN,1502,15 Gold Street,,New York,NY,10038,The Libertine,1,1,40.707753,-74.006918,Battery Park City-Lower Manhattan                                          ,Full Service Dining,F-Continental
1000687501,1001115,68-33,MANHATTAN,1502,80 John Street,,New York,NY,10038,Complete Body Development,1,1,40.708445,-74.006886,Battery Park City-Lower Manhattan                                          ,Personal and Professional Services,P-Athletic Clubs/Fitness
1000687501,1001115,68-33,MANHATTAN,1502,80 John Street,Upper Level,New York,NY,10038,Tower Cleaners,1,1,40.708445,-74.006886,Battery Park City-Lower Manhattan                                          ,Personal and Professional Services,P-Dry Cleaning
1000680036,1001116,68-36,MANHATTAN,1502,100 William Street,,New York,NY,10038,John Street Florist,1,1,40.708497,-74.007477,Battery Park City-Lower Manhattan                                          ,Shopping,S-Florist
1000680036,1001116,68-36,MANHATTAN,1502,100 William Street,,New York,NY,10038,Citibank,1,1,40.708497,-74.007477,Battery Park City-Lower Manhattan                                          ,Personal and Professional Services,P-Banks and Check Cashing
1000680036,1001116,68-36,MANHATTAN,1502,100 William Street,,New York,NY,10038,Starbucks Coffee,1,1,40.708497,-74.007477,Battery Park City-Lower Manhattan                                          ,Casual Eating & Takeout,F-Coffeehouse
1000680007,1001111,68-7,MANHATTAN,1502,83 Maiden Lane,,New York,NY,10038,Sleepy's,1,1,40.707443,-74.007607,Battery Park City-Lower Manhattan                                          ,Shopping,S-Home Furnishings & Decor
1000680007,1001111,68-7,MANHATTAN,1502,83 Maiden Lane,,New York,NY,10038,La Petite Cave,1,1,40.707443,-74.007607,Battery Park City-Lower Manhattan                                          ,Shopping,S-Liquor Store
1000680007,1001111,68-7,MANHATTAN,1502,5 Gold Street,,New York,NY,10038,Giardino D'oro,1,1,40.707424,-74.007206,Battery Park City-Lower Manhattan                                          ,Full Service Dining,F-Italian
1000680007,1001111,68-7,MANHATTAN,1502,83 Maiden Lane,,New York,NY,10038,Swich,1,1,40.707443,-74.007607,Battery Park City-Lower Manhattan                                          ,Casual Eating & Takeout,F-American
1000680011,1001112,69-10,MANHATTAN,1502,75 Maiden Lane,Suite 217,New York,NY,10038,"Lee Custom Tailor, Inc.",1,1,40.707657,-74.007758,Battery Park City-Lower Manhattan                                          ,Personal and Professional Services,P-Tailoring
1000690018,1087146,69-18,MANHATTAN,1502,2 Gold Street,,New York,NY,10038,Sovereign Bank,1,1,40.707295,-74.007336,Battery Park City-Lower Manhattan                                          ,Personal and Professional Services,P-Banks and Check Cashing
1000690018,1087146,69-18,MANHATTAN,1502,2 Gold Street,,New York,NY,10038,Harry's Italian,1,1,40.707295,-74.007336,Battery Park City-Lower Manhattan                                          ,Full Service Dining,F-Italian
,,69-32,,,116 John Street,,New York,NY,,Downtown Dry Cleaner,,,,,,Personal and Professional Services,P-Dry Cleaning
1000690032,1001126,69-32,MANHATTAN,1502,116 John Street,2nd Floor,New York,NY,10038,Fulton Street Art Gallery Inc.,1,1,40.707605,-74.00572,Battery Park City-Lower Manhattan                                          ,Shopping,"S-Framing, Posters & Art Supplies"
1000690032,1001126,69-32,MANHATTAN,1502,116 John Street,,New York,NY,10038,Andrews Coffee Shop,1,1,40.707605,-74.00572,Battery Park City-Lower Manhattan                                          ,Full Service Dining,F-Diner
1000690032,1001126,69-32,MANHATTAN,1502,116 John Street,,New York,NY,10038,MNS News,1,1,40.707605,-74.00572,Battery Park City-Lower Manhattan                                          ,Personal and Professional Services,P-Newsstands
1000690051,1001129,69-51,MANHATTAN,1502,104 John Street,,New York,NY,10038,Bon Chon Chicken,1,1,40.707822,-74.005948,Battery Park City-Lower Manhattan                                          ,Casual Eating & Takeout,F-Korean
1000690051,1001129,69-51,MANHATTAN,1502,108 John Street,,New York,NY,10038,Lenny's Deli,1,1,40.70775,-74.005872,Battery Park City-Lower Manhattan                                          ,Casual Eating & Takeout,F-Deli
1000690051,1001129,69-51,MANHATTAN,1502,108 John Street,,New York,NY,10038,Cafe Sage,1,1,40.70775,-74.005872,Battery Park City-Lower Manhattan                                          ,Casual Eating & Takeout,F-Thai
1000690053,1001130,69-53,MANHATTAN,1502,110 John Street,,New York,NY,10038,Open Door Gastropub,1,1,40.707712,-74.005836,Battery Park City-Lower Manhattan                                          ,Full Service Dining,F-Restaurant & Bar
1000690054,1001131,69-54,MANHATTAN,1502,112 John Street,2nd Floor,New York,NY,10038,Angel Body Work,1,1,40.707676,-74.005796,Battery Park City-Lower Manhattan                                          ,Personal and Professional Services,P-Spa
1000690054,1001131,69-54,MANHATTAN,1502,112 John Street,,New York,NY,10038,Subway,1,1,40.707676,-74.005796,Battery Park City-Lower Manhattan                                          ,Casual Eating & Takeout,F-Fast Food
1000690006,1087832,69-6,MANHATTAN,1502,101 Maiden Lane,,New York,NY,10039,Goodburger,1,1,40.706963,-74.007091,Battery Park City-Lower Manhattan                                          ,Casual Eating & Takeout,F-American
1000690006,1087832,69-6,MANHATTAN,1502,101 Maiden Lane,,New York,NY,10038,Pret A Manger,1,1,40.706963,-74.007091,Battery Park City-Lower Manhattan                                          ,Casual Eating & Takeout,F-Cafe & Eatery
1000697502,1001127,69-7502,MANHATTAN,1502,90 John Street,Mezzanine Level,New York,NY,10038,Crunch,1,1,40.708173,-74.006464,Battery Park City-Lower Manhattan                                          ,Personal and Professional Services,P-Athletic Clubs/Fitness
1000707501,1087484,70-1,MANHATTAN,1502,125 Maiden Lane,,New York,NY,10038,Nail 125,1,1,40.706397,-74.006341,Battery Park City-Lower Manhattan                                          ,Personal and Professional Services,P-Nail Salon
1000707501,1087484,70-1,MANHATTAN,1502,125 Maiden Lane,,New York,NY,10038,Dress Barn,1,1,40.706397,-74.006341,Battery Park City-Lower Manhattan                                          ,Shopping,S-Apparel: Women's
1000390012,1000880,70-1,MANHATTAN,7,150 Water Street,,New York,NY,10038,The Best of New York Food,1,1,40.705997,-74.006243,Battery Park City-Lower Manhattan                                          ,Casual Eating & Takeout,F-Deli
,,93-1,,,95 Fulton Street,Subway,New York,NY,,Royal Barber Shop,,,,,,Personal and Professional Services,P-Hair Salon & Barber Shop
1000707501,1087484,70-1,MANHATTAN,1502,125 Maiden Lane,,New York,NY,10038,T-Mobile,1,1,40.706397,-74.006341,Battery Park City-Lower Manhattan                                          ,Shopping,S-Cellular Phones
1000707501,1087484,70-1,MANHATTAN,1502,125 Maiden Lane,,New York,NY,10038,Marty's Photo & Electronics,1,1,40.706397,-74.006341,Battery Park City-Lower Manhattan                                          ,Shopping,S-Camera & Film Supplies
1000700020,1001133,70-20,MANHATTAN,1502,212 Pearl Street,,New York,NY,10038,Pearl Street Diner,1,1,40.707009,-74.006377,Battery Park City-Lower Manhattan                                          ,Full Service Dining,F-Diner
1000700043,1001135,70-43,MANHATTAN,1502,160 Water Street,,New York,NY,10038,New York Sports Club,1,1,40.706452,-74.005594,Battery Park City-Lower Manhattan                                          ,Personal and Professional Services,P-Athletic Clubs/Fitness
1000077501,1077806,7-1001,MANHATTAN,9,38 Water Street,,New York,NY,10004,Exquisite Creations,1,1,40.70323,-74.010521,Battery Park City-Lower Manhattan                                          ,Shopping,S-Jeweler
1000077501,1077806,7-1001,MANHATTAN,9,36 Water Street,,New York,NY,10004,Burritoville,1,1,40.703202,-74.010622,Battery Park City-Lower Manhattan                                          ,Casual Eating & Takeout,F-Mexican
1000077501,1077806,7-1001,MANHATTAN,9,66 Pearl Street,,New York,NY,10004,Zigolini's,1,1,40.703611,-74.010932,Battery Park City-Lower Manhattan                                          ,Full Service Dining,F-American
1000710001,1001136,71-1,MANHATTAN,1502,155 Water Street,,New York,NY,10038,Chase Bank,1,1,40.706172,-74.005962,Battery Park City-Lower Manhattan                                          ,Personal and Professional Services,P-Banks and Check Cashing
1000717501,1001137,71-25,MANHATTAN,1502,175 Water Street,,New York,NY,10038,Flavors Cafe,1,1,40.706699,-74.005208,Battery Park City-Lower Manhattan                                          ,Casual Eating & Takeout,F-Cafe & Eatery
1000717501,1001137,71-25,MANHATTAN,1502,175 Water Street,,New York,NY,10038,Bank of America ATM,1,1,40.706699,-74.005208,Battery Park City-Lower Manhattan                                          ,Personal and Professional Services,P-Banks and Check Cashing
1000717501,1001137,71-7501,MANHATTAN,1502,175 Water Street,,New York,NY,10038,Carmine & Arthur's Clothier,1,1,40.706699,-74.005208,Battery Park City-Lower Manhattan                                          ,Shopping,S-Apparel: Men's
,,74-1001,,,1 Seaport Plaza,,New York,NY,10038,Europa,,,,,,Casual Eating & Takeout,F-Cafe & Eatery
,,74-7501,,,199 Water Street,,New York,NY,,Galaxy Lobby Inc.,,,,,,Personal and Professional Services,P-Newsstands
1000747501,1001162,74-7501,MANHATTAN,1502,199 Water Street,,New York,NY,10038,Abercrombie & Fitch,1,1,40.70727,-74.004314,Battery Park City-Lower Manhattan                                          ,Shopping,S-Apparel: Men's & Women's
1000750001,1001163,75-1,MANHATTAN,1502,200 Water Street,,New York,NY,10038,WirelessRUS,1,1,40.707317,-74.004271,Battery Park City-Lower Manhattan                                          ,Shopping,S-Cellular Phones
1000750001,1001163,75-1,MANHATTAN,1502,200 Water Street,,New York,NY,10038,NYC Check Express,1,1,40.707317,-74.004271,Battery Park City-Lower Manhattan                                          ,Personal and Professional Services,P-Banks and Check Cashing
1000750001,1001163,75-1,MANHATTAN,1502,200 Water Street,,New York,NY,10038,Duane Reade,1,1,40.707317,-74.004271,Battery Park City-Lower Manhattan                                          ,Shopping,S-Drugstores
,,75-1,,,127 John Street,,New York,NY,,Plaza Deli,,,,,,Casual Eating & Takeout,F-Deli
1000757501,1001172,75-1001,MANHATTAN,1502,50 Fulton Street,,New York,NY,10038,"Blue & Red NY, Inc.",1,1,40.708236,-74.004696,Battery Park City-Lower Manhattan                                          ,Shopping,"S-Gifts, Cards & Stationery"
1000757501,1001172,75-1001,MANHATTAN,1502,50 Fulton Street,,New York,NY,10038,Seaport Jewelry,1,1,40.708236,-74.004696,Battery Park City-Lower Manhattan                                          ,Shopping,S-Jeweler
1000757501,1001172,75-1001,MANHATTAN,1502,50 Fulton Street,Front 2,New York,NY,10038,Calderon News Store,1,1,40.708236,-74.004696,Battery Park City-Lower Manhattan                                          ,Personal and Professional Services,P-Newsstands
1000757501,1001172,75-1001,MANHATTAN,1502,50 Fulton Street,,New York,NY,10038,Calderon Locksmith,1,1,40.708236,-74.004696,Battery Park City-Lower Manhattan                                          ,Personal and Professional Services,P-Hardware & Locksmiths
1000757501,1001172,75-1001,MANHATTAN,1502,50 Fulton Street,,New York,NY,10038,Beta Coffee,1,1,40.708236,-74.004696,Battery Park City-Lower Manhattan                                          ,Casual Eating & Takeout,F-Coffeehouse
1000750021,1075618,75-21,MANHATTAN,1502,40 Fulton Street,,New York,NY,10038,Rainbow,1,1,40.707904,-74.004411,Battery Park City-Lower Manhattan                                          ,Shopping,S-Apparel: Women's
1000750030,1001167,75-30,MANHATTAN,1502,111 John Street,,New York,NY,10038,Avi Golan Hair Salon,1,1,40.707671,-74.005764,Battery Park City-Lower Manhattan                                          ,Personal and Professional Services,P-Hair Salon & Barber Shop
1000750030,1001167,75-30,MANHATTAN,1502,111 John Street,,New York,NY,10038,Salon 25,1,1,40.707671,-74.005764,Battery Park City-Lower Manhattan                                          ,Personal and Professional Services,P-Hair Salon & Barber Shop
1000750030,1001167,75-30,MANHATTAN,1502,111 John Street,,New York,NY,10038,Hard Copy Business Center,1,1,40.707671,-74.005764,Battery Park City-Lower Manhattan                                          ,Personal and Professional Services,P-Copy and Printing Services
1000750030,1001167,75-30,MANHATTAN,1502,241 Pearl Street,,New York,NY,10038,Backyard Chicken,1,1,40.707484,-74.005252,Battery Park City-Lower Manhattan                                          ,Casual Eating & Takeout,F-American
1000750030,1001167,75-30,MANHATTAN,1502,111 John Street,,New York,NY,10038,Cafe Gusto,1,1,40.707671,-74.005764,Battery Park City-Lower Manhattan                                          ,Casual Eating & Takeout,F-Cafe & Eatery
1000750030,1001167,75-30,MANHATTAN,1502,241 Pearl Street,,New York,NY,10038,Wall Street Caterers,1,1,40.707484,-74.005252,Battery Park City-Lower Manhattan                                          ,Casual Eating & Takeout,F-Catering
1000750046,1001170,75-46,MANHATTAN,1502,32 Cliff Street,,New York,NY,10038,The Iron Horse,1,1,40.708269,-74.005089,Battery Park City-Lower Manhattan                                          ,Nightlife,N-Bar
1000750048,1077220,75-48,MANHATTAN,1502,52 Fulton Street,,New York,NY,10038,McDonald's,1,1,40.708302,-74.004754,Battery Park City-Lower Manhattan                                          ,Casual Eating & Takeout,F-Fast Food
1000750009,1001165,75-9,MANHATTAN,1502,133 John Street,2nd Floor,New York,NY,10038,The Hook & Ladder Bar,1,1,40.707078,-74.00519,Battery Park City-Lower Manhattan                                          ,Nightlife,N-Bar
1000760001,1001176,76-1,MANHATTAN,1502,64 Fulton Street,2nd Floor,New York,NY,10038,Fulton Chef,1,1,40.708769,-74.005136,Battery Park City-Lower Manhattan                                          ,Casual Eating & Takeout,F-Chinese
1000760001,1001176,76-1,MANHATTAN,1502,64 Fulton Street,,New York,NY,10038,Dunkin Donuts,1,1,40.708769,-74.005136,Battery Park City-Lower Manhattan                                          ,Casual Eating & Takeout,F-Fast Food
1000760001,1001176,76-1,MANHATTAN,1502,64 Fulton Street,,New York,NY,10038,Ruben's Empanadas,1,1,40.708769,-74.005136,Battery Park City-Lower Manhattan                                          ,Casual Eating & Takeout,F-Argentinian
1000760001,1001176,76-1,MANHATTAN,1502,64 Fulton Street,,New York,NY,10038,L&L Hawaiian Barbeque,1,1,40.708769,-74.005136,Battery Park City-Lower Manhattan                                          ,Casual Eating & Takeout,F-American
1000767502,1087867,76-11,MANHATTAN,1502,99 John Street,,New York,NY,10038,Jubilee Market Place,1,1,40.708006,-74.006164,Battery Park City-Lower Manhattan                                          ,Shopping,F-Supermarket
1000767502,1087867,76-11,MANHATTAN,1502,99 John Street,,New York,NY,10038,Duane Reade,1,1,40.708006,-74.006164,Battery Park City-Lower Manhattan                                          ,Shopping,S-Drugstores
1000760028,1001184,76-28,MANHATTAN,1502,76 Fulton Street,,New York,NY,10038,The Country Kebab,1,1,40.709032,-74.005439,Battery Park City-Lower Manhattan                                          ,Casual Eating & Takeout,F-Middle Eastern
1000760028,1001184,76-28,MANHATTAN,1502,70 Fulton Street,,New York,NY,10038,Barua Gift Shop,1,1,40.708939,-74.005306,Battery Park City-Lower Manhattan                                          ,Shopping,"S-Gifts, Cards & Stationery"
1000760028,1001184,76-28,MANHATTAN,1502,74 Fulton Street,,New York,NY,10038,Fulton Supply Corp.,1,1,40.708999,-74.005396,Battery Park City-Lower Manhattan                                          ,Personal and Professional Services,P-Hardware & Locksmiths
1000760028,1001184,76-28,MANHATTAN,1502,76 Fulton Street,,New York,NY,10038,Lisa's Pizza,1,1,40.709032,-74.005439,Battery Park City-Lower Manhattan                                          ,Casual Eating & Takeout,F-Pizza
1000760006,1001177,76-6,MANHATTAN,1502,56 Fulton Street,,New York,NY,10038,Kosher Luncheonette,1,1,40.7085,-74.004916,Battery Park City-Lower Manhattan                                          ,Casual Eating & Takeout,F-Kosher
1000760006,1001177,76-6,MANHATTAN,1502,29 Cliff Street,,New York,NY,10038,Shoe Repair and Shine,1,1,40.708302,-74.005057,Battery Park City-Lower Manhattan                                          ,Personal and Professional Services,P-Shoe Repair/Shine
1000760006,1001177,76-6,MANHATTAN,1502,56 Fulton Street,,New York,NY,10038,Gift Shop,1,1,40.7085,-74.004916,Battery Park City-Lower Manhattan                                          ,Shopping,S-Accessories
1000760006,1001177,76-6,MANHATTAN,1502,56 Fulton Street,,New York,NY,10038,HK News,1,1,40.7085,-74.004916,Battery Park City-Lower Manhattan                                          ,Personal and Professional Services,P-Newsstands
1000760006,1001177,76-6,MANHATTAN,1502,56 Fulton Street,,New York,NY,10038,Eden Flowers,1,1,40.7085,-74.004916,Battery Park City-Lower Manhattan                                          ,Shopping,S-Florist
1000760007,1001178,76-7,MANHATTAN,1502,27 Cliff Street,3rd Floor,New York,NY,10038,New Field Yoga,1,1,40.70828,-74.005115,Battery Park City-Lower Manhattan                                          ,Personal and Professional Services,P-Athletic Clubs/Fitness
1000767501,1085931,76-9,MANHATTAN,1502,15 Cliff Street,,New York,NY,10038,Cliff Street Cleaners,1,1,40.708143,-74.00545,Battery Park City-Lower Manhattan                                          ,Personal and Professional Services,P-Dry Cleaning
1000767501,1085931,76-9,MANHATTAN,1502,15 Cliff Street,,New York,NY,10038,Corbet & Conley Caterers,1,1,40.708143,-74.00545,Battery Park City-Lower Manhattan                                          ,Casual Eating & Takeout,F-Catering
1000770001,1001185,77-1,MANHATTAN,1502,85 John Street,,New York,NY,10038,Martin Busch Jewelers,1,1,40.708368,-74.00673,Battery Park City-Lower Manhattan                                          ,Shopping,S-Jeweler
1000770001,1001185,77-1,MANHATTAN,1502,85 John Street,,New York,NY,10038,"4G Data Systems, Inc.",1,1,40.708368,-74.00673,Battery Park City-Lower Manhattan                                          ,Shopping,S-Computers & Electronics
1000770018,1001188,77-1001,MANHATTAN,1502,136 William Street,,New York,NY,10038,Yip's Oriental Express,1,1,40.70934,-74.006637,Battery Park City-Lower Manhattan                                          ,Casual Eating & Takeout,F-Chinese
1000770015,1001187,77-15,MANHATTAN,1502,130 William Street,,New York,NY,10038,Duane Reade,1,1,40.709238,-74.006738,Battery Park City-Lower Manhattan                                          ,Shopping,S-Drugstores
1000770015,1079210,77-21,MANHATTAN,1502,94 Fulton Street,,New York,NY,10038,Texas Rotisserie & Grill,1,1,40.709408,-74.006161,Battery Park City-Lower Manhattan                                          ,Casual Eating & Takeout,F-American
1000770015,1001191,77-23,MANHATTAN,1502,90 Fulton Street,,New York,NY,10038,Liam's Pub,1,1,40.709337,-74.006016,Battery Park City-Lower Manhattan                                          ,Full Service Dining,F-Irish Pub
1000770024,1077403,77-24,MANHATTAN,1502,88 Fulton Street,,New York,NY,10038,My Optician,1,1,40.709299,-74.005944,Battery Park City-Lower Manhattan                                          ,Shopping,S-Glasses & Sunglasses
1000770024,1077403,77-24,MANHATTAN,1502,88 Fulton Street,Upper Floor,New York,NY,10038,Goodies Restauraunt,1,1,40.709299,-74.005944,Battery Park City-Lower Manhattan                                          ,Casual Eating & Takeout,F-Chinese
1000770024,1077403,77-24,MANHATTAN,1502,88 Fulton Street,Lower Level,New York,NY,10038,Spa 88,1,1,40.709299,-74.005944,Battery Park City-Lower Manhattan                                          ,Personal and Professional Services,P-Spa
1000770024,1077403,77-24,MANHATTAN,1502,88 Fulton Street,,New York,NY,10038,Taslima Newsstand,1,1,40.709299,-74.005944,Battery Park City-Lower Manhattan                                          ,Personal and Professional Services,P-Newsstands
1000890001,1001242,89-1,MANHATTAN,1501,99 Nassau Street,,New York,NY,10038,Fusion Wireless,1,1,40.710531,-74.007441,Battery Park City-Lower Manhattan                                          ,Shopping,S-Cellular Phones
1000770024,1077403,77-24,MANHATTAN,1502,88 Fulton Street,Lower Level,New York,NY,10038,Fulton Hair Cutter,1,1,40.709299,-74.005944,Battery Park City-Lower Manhattan                                          ,Personal and Professional Services,P-Hair Salon & Barber Shop
1000770024,1077403,77-24,MANHATTAN,1502,88 Fulton Street,Lower Level,New York,NY,10038,Bennie's Thai Restaurant,1,1,40.709299,-74.005944,Battery Park City-Lower Manhattan                                          ,Casual Eating & Takeout,F-Thai
1000770024,1077403,77-24,MANHATTAN,1502,88 Fulton Street,,New York,NY,10038,Rafael's Dry Cleaners,1,1,40.709299,-74.005944,Battery Park City-Lower Manhattan                                          ,Personal and Professional Services,P-Dry Cleaning
1000770024,1077403,77-24,MANHATTAN,1502,88 Fulton Street,Upper Floor,New York,NY,10038,Tandoor Palace,1,1,40.709299,-74.005944,Battery Park City-Lower Manhattan                                          ,Casual Eating & Takeout,F-Indian
1000770008,1001186,77-8,MANHATTAN,1502,110 William Street,,New York,NY,10038,Seattle Cafe & Grill,1,1,40.708791,-74.007189,Battery Park City-Lower Manhattan                                          ,Casual Eating & Takeout,F-Deli
1000770008,1001186,77-8,MANHATTAN,1502,110 William Street,,New York,NY,10038,Kinko's,1,1,40.708791,-74.007189,Battery Park City-Lower Manhattan                                          ,Personal and Professional Services,P-Copy and Printing Services
1000770008,1001186,77-8,MANHATTAN,1502,110 William Street,,New York,NY,10038,HSBC,1,1,40.708791,-74.007189,Battery Park City-Lower Manhattan                                          ,Personal and Professional Services,P-Banks and Check Cashing
1000787510,1088478,78-19,MANHATTAN,1502,110 Fulton Street,,New York,NY,10038,Gem Story,1,1,40.709817,-74.006965,Battery Park City-Lower Manhattan                                          ,Shopping,S-Accessories
1000787510,1088478,78-19,MANHATTAN,1502,110 Fulton Street,,New York,NY,10038,Fulton Wine and Liquor,1,1,40.709817,-74.006965,Battery Park City-Lower Manhattan                                          ,Shopping,S-Liquor Store
1000787506,1001196,78-21,MANHATTAN,1502,102 Fulton Street,,New York,NY,10038,Zoom Wireless,1,1,40.709642,-74.006619,Battery Park City-Lower Manhattan                                          ,Shopping,S-Cellular Phones
1000787506,1001196,78-21,MANHATTAN,1502,102 Fulton Street,,New York,NY,10038,Zibetto Espresso Bar,1,1,40.709642,-74.006619,Battery Park City-Lower Manhattan                                          ,Casual Eating & Takeout,F-Coffeehouse
1000787502,1075701,78-31,MANHATTAN,1502,41 John Street,,New York,NY,10038,Patuca,1,1,40.709318,-74.008108,Battery Park City-Lower Manhattan                                          ,Casual Eating & Takeout,F-Deli
1000787502,1075701,78-31,MANHATTAN,1502,41 John Street,,New York,NY,10038,Bronte Men's Wear,1,1,40.709318,-74.008108,Battery Park City-Lower Manhattan                                          ,Shopping,S-Apparel: Men's
1000787505,1001200,78-35,MANHATTAN,1502,74 Nassau Street,,New York,NY,10038,Samuel's Hats,1,1,40.709677,-74.00826,Battery Park City-Lower Manhattan                                          ,Shopping,S-Accessories
1000787505,1001200,78-35,MANHATTAN,1502,72 Nassau Street,,New York,NY,10038,Zaitzeff,1,1,40.70963,-74.00831,Battery Park City-Lower Manhattan                                          ,Casual Eating & Takeout,F-American
1000787505,1001200,78-35,MANHATTAN,1502,37 John Street,,New York,NY,10038,Eyebrow Zone Salon,1,1,40.709394,-74.008213,Battery Park City-Lower Manhattan                                          ,Personal and Professional Services,P-Eyebrows
1000787505,1001200,78-35,MANHATTAN,1502,76 Nassau Street,,New York,NY,10038,Ruben's Empanadas,1,1,40.709727,-74.008213,Battery Park City-Lower Manhattan                                          ,Casual Eating & Takeout,F-Argentinian
1000787505,1001200,78-35,MANHATTAN,1502,37 John Street,,New York,NY,10038,37 Gifts,1,1,40.709394,-74.008213,Battery Park City-Lower Manhattan                                          ,Shopping,S-Accessories
1000787505,1001200,78-35,MANHATTAN,1502,76 Nassau Street,,New York,NY,10038,T.O.C.,1,1,40.709727,-74.008213,Battery Park City-Lower Manhattan                                          ,Shopping,S-Apparel: Women's
1000787505,1001200,78-35,MANHATTAN,1502,39 John Street,,New York,NY,10038,Manhattan Fortune Jewelry,1,1,40.709356,-74.008159,Battery Park City-Lower Manhattan                                          ,Shopping,S-Jeweler
1000787505,1001200,78-35,MANHATTAN,1502,76 Nassau Street,,New York,NY,10038,Parklane Apparel,1,1,40.709727,-74.008213,Battery Park City-Lower Manhattan                                          ,Shopping,S-Apparel: Women's
1000787505,1001200,78-35,MANHATTAN,1502,78 Nassau Street,,New York,NY,10038,De Janeiro,1,1,40.709776,-74.008166,Battery Park City-Lower Manhattan                                          ,Shopping,S-Apparel: Women's
1000787505,1001200,78-35,MANHATTAN,1502,72 Nassau Street,Lower Level,New York,NY,10038,Ralph's Discount City,1,1,40.70963,-74.00831,Battery Park City-Lower Manhattan                                          ,Shopping,S-Variety & Discount Stores
1000787503,1001201,78-38,MANHATTAN,1502,80 Nassau Street,,New York,NY,10038,Dor L' Dor,1,1,40.709823,-74.008119,Battery Park City-Lower Manhattan                                          ,Shopping,S-Apparel: Women's
1000787503,1001201,78-38,MANHATTAN,1502,80 Nassau Street,Ground Level,New York,NY,10038,Golden Krust Patties,1,1,40.709823,-74.008119,Battery Park City-Lower Manhattan                                          ,Casual Eating & Takeout,F-Caribbean
1000787503,1001201,78-38,MANHATTAN,1502,80 Nassau Street,Ground Level,New York,NY,10038,T-Mobile,1,1,40.709823,-74.008119,Battery Park City-Lower Manhattan                                          ,Shopping,S-Cellular Phones
1000787503,1001201,78-38,MANHATTAN,1502,80 Nassau Street,Ground Level,New York,NY,10038,"Know Style, Inc.",1,1,40.709823,-74.008119,Battery Park City-Lower Manhattan                                          ,Shopping,S-Apparel: Women's
1000780004,1079063,78-4,MANHATTAN,1502,123 William Street,,New York,NY,10038,Soma By Nature,1,1,40.709112,-74.006889,Battery Park City-Lower Manhattan                                          ,Casual Eating & Takeout,F-Japanese
1000780040,1001202,78-40,MANHATTAN,1502,86 Nassau Street,,New York,NY,10038,Liberty Travel,1,1,40.709968,-74.007979,Battery Park City-Lower Manhattan                                          ,Personal and Professional Services,P-Travel Agency
1000780042,1001204,78-41,MANHATTAN,1502,88 Nassau Street,,New York,NY,10038,Nassau Electronics,1,1,40.710015,-74.007932,Battery Park City-Lower Manhattan                                          ,Shopping,S-Computers & Electronics
,,78-41,MANHATTAN,1502,86A Nassau Street,,New York,NY,10038,Lilly's Boutique,1,1,40.709968,-74.007979,Battery Park City-Lower Manhattan                                          ,Shopping,S-Apparel: Women's
