seton	2	(6,9)
1664	2	(5,4)
pizzeria	2	(5,7)
617	2	(5,1)
various	2	(6,4)
trans	2	(4,5)
pleasant	2	(4,9)
julia	2	(8,4)
except	2	(5,3)
fumes.	2	(5,3)
las	2	(5,9)
10463	2	(5,4)
719	2	(1,4)
0.37	2	(1,4)
11385	2	(5,4)
david	2	(7,9)
ps	2	(4,6)
chemical	2	(5,3)
joyce	2	(8,9)
supreme	2	(6,4)
track	2	(9,7)
throop	2	(6,9)
pershing	2	(6,4)
vernon	2	(6,9)
308	2	(1,4)
liquid	2	(5,7)
facilities	2	(5,4)
1035	2	(6,4)
680	2	(1,6)
2008	2	(1,4)
0.03	2	(1,4)
outside	2	(3,9)
394	2	(4,5)
marie	2	(9,7)
10128	2	(4,5)
10451	2	(5,4)
doe	2	(6,3)
dry	2	(7,4)
crunch	2	(5,7)
271	2	(4,1)
24.23	2	(6,4)
without	2	(3,5)
